TECH;CLASS;PRECISION;RECALL;F1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/familyName;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/Award;1;1;1
TAPON-HF;http://schema.org/city;1;0.666666667;0.8
TAPON-HF;http://schema.org/Paper;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.476190476;0.64516129
TAPON-HF;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HF;http://www.geonames.org/ontology#population;1;0.80952381;0.894736842
TAPON-HF;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HF;http://schema.org/email;1;0.904761905;0.95
TAPON-HF;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HF;http://purl.org/prog/Timeslot;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#project-Reference;0.203883495;1;0.338709677
TAPON-HF;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;0.904761905;0.95
TAPON-HF;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.941176471;0.761904762;0.842105263
TAPON-HF;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HF;http://schema.org/PI;1;0.047619048;0.090909091
TAPON-HF;http://www.w3.org/2000/01/rdf-schema#label;1;0.704225352;0.826446281
TAPON-HF;micro;0.827186512;0.827186512;0.827186512
TAPON-HF;macro;0.938650621;0.771436715;0.846868504
TAPON-HB;http://schema.org/date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HB;http://www.geonames.org/ontology#Country;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#month-of;1;0.926829268;0.962025316
TAPON-HB;http://schema.org/year;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#end;0.1;0.090909091;0.095238095
TAPON-HB;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/name;1;0.428571429;0.6
TAPON-HB;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HB;none;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TOWN;1;0.80952381;0.894736842
TAPON-HB;http://www.aktors.org/ontology/portal#year-of;1;0.902439024;0.948717949
TAPON-HB;http://schema.org/cfdaNumber;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#start;0.166666667;0.181818182;0.173913043
TAPON-HB;http://purl.org/prog/Affiliation;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#publishedIn;0.141891892;1;0.24852071
TAPON-HB;http://schema.org/dunsNumber;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp/src#title;1;0.476190476;0.64516129
TAPON-HB;http://purl.org/dc/terms/title;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Author;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/givenName;1;0.19047619;0.32
TAPON-HB;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.444444444;0.615384615
TAPON-HB;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Article;0.913043478;1;0.954545455
TAPON-HB;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HB;http://schema.org/awardAgencyCode;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#date;1;0.857142857;0.923076923
TAPON-HB;http://www.aktors.org/ontology/portal#has-title;1;0.222222222;0.363636364
TAPON-HB;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.857142857;0.923076923
TAPON-HB;http://schema.org/transType;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HB;http://schema.org/University;1;1;1
TAPON-HB;http://schema.org/phone;1;1;1
TAPON-HB;http://schema.org/name;1;0.902439024;0.948717949
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.904761905;0.95
TAPON-HB;http://www.aktors.org/ontology/portal#full-name;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HB;http://www.geonames.org/ontology#name;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-reference;1;0.904761905;0.95
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/School;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#day-of;0.931818182;1;0.964705882
TAPON-HB;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#name;1;0.666666667;0.8
TAPON-HB;http://purl.org/prog/Programme;1;1;1
TAPON-HB;http://schema.org/title;1;0.952380952;0.975609756
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#street;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/familyName;1;0.095238095;0.173913043
TAPON-HB;http://schema.org/Award;1;1;1
TAPON-HB;http://schema.org/city;1;0.666666667;0.8
TAPON-HB;http://schema.org/Paper;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#name;1;1;1
TAPON-HB;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HB;http://www.geonames.org/ontology#population;1;0.952380952;0.975609756
TAPON-HB;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HB;http://schema.org/email;1;0.904761905;0.95
TAPON-HB;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HB;http://purl.org/prog/Timeslot;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#project-Reference;1;1;1
TAPON-HB;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HB;http://schema.org/PI;1;0.904761905;0.95
TAPON-HB;http://www.w3.org/2000/01/rdf-schema#label;1;0.915492958;0.955882353
TAPON-HB;micro;0.920442571;0.920442571;0.920442571
TAPON-HB;macro;0.964787439;0.876669808;0.918620316
TAPON-HF;http://schema.org/date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HF;http://www.geonames.org/ontology#Country;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#month-of;1;0.829268293;0.906666667
TAPON-HF;http://schema.org/year;0.952380952;0.85106383;0.898876404
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#end;0.222222222;0.181818182;0.2
TAPON-HF;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/name;1;0.095238095;0.173913043
TAPON-HF;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HF;none;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/TOWN;1;0.19047619;0.32
TAPON-HF;http://www.aktors.org/ontology/portal#year-of;1;0.902439024;0.948717949
TAPON-HF;http://schema.org/cfdaNumber;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#start;0.25;0.272727273;0.260869565
TAPON-HF;http://purl.org/prog/Affiliation;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.80952381;0.894736842
TAPON-HF;http://schema.org/dunsNumber;1;0.666666667;0.8
TAPON-HF;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
TAPON-HF;http://purl.org/dc/terms/title;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Author;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/givenName;1;0.238095238;0.384615385
TAPON-HF;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
TAPON-HF;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Article;1;0.80952381;0.894736842
TAPON-HF;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HF;http://schema.org/awardAgencyCode;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#date;1;0.476190476;0.64516129
TAPON-HF;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
TAPON-HF;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.857142857;0.923076923
TAPON-HF;http://schema.org/transType;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HF;http://schema.org/University;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/phone;1;0.714285714;0.833333333
TAPON-HF;http://schema.org/name;1;0.829268293;0.906666667
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.857142857;0.923076923
TAPON-HF;http://www.aktors.org/ontology/portal#full-name;1;0.461538462;0.631578947
TAPON-HF;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HF;http://www.geonames.org/ontology#name;1;0.142857143;0.25
TAPON-HF;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-reference;1;0.904761905;0.95
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/School;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#day-of;0.854166667;1;0.921348315
TAPON-HF;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#name;1;0.4;0.571428571
TAPON-HF;http://purl.org/prog/Programme;1;1;1
TAPON-HF;http://schema.org/title;0.204268293;1;0.339240506
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#street;1;0.952380952;0.975609756
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;0.904761905;0.95
TAPON-HF;http://xmlns.com/foaf/0.1/familyName;1;0.095238095;0.173913043
TAPON-HF;http://schema.org/Award;1;1;1
TAPON-HF;http://schema.org/city;1;0.523809524;0.6875
TAPON-HF;http://schema.org/Paper;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#name;1;0.571428571;0.727272727
TAPON-HF;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HF;http://www.geonames.org/ontology#population;1;0.666666667;0.8
TAPON-HF;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HF;http://schema.org/email;1;0.904761905;0.95
TAPON-HF;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HF;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#Calendar-Date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HF;http://purl.org/prog/Timeslot;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#project-Reference;0.2;1;0.333333333
TAPON-HF;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HF;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;0.947368421;0.857142857;0.9
TAPON-HF;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HF;http://schema.org/PI;1;0.047619048;0.090909091
TAPON-HF;http://www.w3.org/2000/01/rdf-schema#label;0.978723404;0.647887324;0.779661017
TAPON-HF;micro;0.817647059;0.817647059;0.817647059
TAPON-HF;macro;0.956527307;0.747392892;0.839125812
TAPON-HB;http://schema.org/date;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HB;http://www.geonames.org/ontology#Country;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#month-of;1;0.829268293;0.906666667
TAPON-HB;http://schema.org/year;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#end;0.181818182;0.181818182;0.181818182
TAPON-HB;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/name;1;0.285714286;0.444444444
TAPON-HB;http://edubase.rkbexplorer.com/id/ISPRIMARY;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HB;none;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TOWN;1;0.904761905;0.95
TAPON-HB;http://www.aktors.org/ontology/portal#year-of;1;0.902439024;0.948717949
TAPON-HB;http://schema.org/cfdaNumber;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/timeline.owl#start;0.181818182;0.181818182;0.181818182
TAPON-HB;http://purl.org/prog/Affiliation;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.761904762;0.864864865
TAPON-HB;http://schema.org/dunsNumber;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp/src#title;1;0.333333333;0.5
TAPON-HB;http://purl.org/dc/terms/title;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Author;1;0.6;0.75
TAPON-HB;http://xmlns.com/foaf/0.1/givenName;1;0.285714286;0.444444444
TAPON-HB;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.111111111;0.2
TAPON-HB;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HB;http://tdg.org/vocabularies/dblp_src#Article;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HB;http://schema.org/awardAgencyCode;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#date;1;0.666666667;0.8
TAPON-HB;http://www.aktors.org/ontology/portal#has-title;1;0.222222222;0.363636364
TAPON-HB;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.952380952;0.975609756
TAPON-HB;http://schema.org/transType;1;1;1
TAPON-HB;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HB;http://schema.org/University;1;1;1
TAPON-HB;http://schema.org/phone;1;0.857142857;0.923076923
TAPON-HB;http://schema.org/name;1;0.902439024;0.948717949
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.904761905;0.95
TAPON-HB;http://www.aktors.org/ontology/portal#full-name;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
TAPON-HB;http://www.geonames.org/ontology#name;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/TELNUM;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#has-grant-reference;1;0.904761905;0.95
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#phone/number;1;1;1
TAPON-HB;http://edubase.rkbexplorer.com/id/School;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#day-of;0.854166667;1;0.921348315
TAPON-HB;http://telegraphis.net/ontology/geography/geography#capital;1;1;1
TAPON-HB;http://tdg.org/vocabularies/dblp_src#name;0.032679739;1;0.063291139
TAPON-HB;http://purl.org/prog/Programme;1;1;1
TAPON-HB;http://schema.org/title;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#street;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-text-classification;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/familyName;1;0.095238095;0.173913043
TAPON-HB;http://schema.org/Award;1;1;1
TAPON-HB;http://schema.org/city;1;0.619047619;0.764705882
TAPON-HB;http://schema.org/Paper;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant2.owl#name;1;1;1
TAPON-HB;http://www.geonames.org/ontology#CountryCode;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-related-classification;1;1;1
TAPON-HB;http://www.geonames.org/ontology#population;1;0.80952381;0.894736842
TAPON-HB;http://www.aktors.org/ontology/portal#Book-Reference;1;1;1
TAPON-HB;http://schema.org/email;1;0.904761905;0.95
TAPON-HB;http://www.okkam.org/ontology_restaurant1.owl#Address;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#IPC-Classification;1;1;1
TAPON-HB;http://purl.org/NET/c4dm/event.owl#Event;1;1;1
TAPON-HB;http://www.okkam.org/ontology/restaurant1.owl#Address;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Calendar-Date;0.891304348;1;0.942528736
TAPON-HB;http://www.aktors.org/ontology/portal#has-telephone-number;1;1;1
TAPON-HB;http://purl.org/prog/Timeslot;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#project-Reference;1;1;1
TAPON-HB;http://telegraphis.net/ontology/geography/geography#onContinent;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-section;1;1;1
TAPON-HB;http://xmlns.com/foaf/0.1/Person;1;1;1
TAPON-HB;http://epo.rkbexplorer.com/ontologies/epo#ipc-class;1;1;1
TAPON-HB;http://www.aktors.org/ontology/portal#Research-In-Academia;1;1;1
TAPON-HB;http://schema.org/PI;1;0.857142857;0.923076923
TAPON-HB;http://www.w3.org/2000/01/rdf-schema#label;1;0.85915493;0.924242424
TAPON-HB;micro;0.912745098;0.912745098;0.912745098
TAPON-HB;macro;0.963356245;0.86096603;0.909287809
TAPON-HF;http://schema.org/date;1;1;1
TAPON-HF;http://www.aktors.org/ontology/portal#has-grant-value;1;1;1
TAPON-HF;http://www.geonames.org/ontology#Country;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/portal#month-of;1;0.926829268;0.962025316
TAPON-HF;http://schema.org/year;0.842105263;1;0.914285714
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#end;0.307692308;0.363636364;0.333333333
TAPON-HF;http://www.aktors.org/ontology/portal#has-email-address;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/name;1;0.095238095;0.173913043
TAPON-HF;http://edubase.rkbexplorer.com/id/ISPRIMARY;0.875;1;0.933333333
TAPON-HF;http://www.aktors.org/ontology/portal#Person;1;1;1
TAPON-HF;none;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/page;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#Interval;1;1;1
TAPON-HF;http://edubase.rkbexplorer.com/id/TOWN;1;0.19047619;0.32
TAPON-HF;http://www.aktors.org/ontology/portal#year-of;1;0.902439024;0.948717949
TAPON-HF;http://schema.org/cfdaNumber;1;1;1
TAPON-HF;http://purl.org/NET/c4dm/timeline.owl#start;0.166666667;0.090909091;0.117647059
TAPON-HF;http://purl.org/prog/Affiliation;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#publishedIn;1;0.80952381;0.894736842
TAPON-HF;http://schema.org/dunsNumber;1;0.714285714;0.833333333
TAPON-HF;http://tdg.org/vocabularies/dblp/src#title;1;0.047619048;0.090909091
TAPON-HF;http://purl.org/dc/terms/title;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Author;1;1;1
TAPON-HF;http://xmlns.com/foaf/0.1/givenName;1;0.19047619;0.32
TAPON-HF;http://www.aktors.org/ontology/portal#has-ISBN-number;1;0.333333333;0.5
TAPON-HF;http://xmlns.com/foaf/0.1/homepage;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#year-of;1;0.111111111;0.2
TAPON-HF;http://tdg.org/vocabularies/dblp_src#Article;1;0.047619048;0.090909091
TAPON-HF;http://www.aktors.org/ontology/support#Calendar-Date;1;1;1
TAPON-HF;http://schema.org/awardAgencyCode;1;1;1
TAPON-HF;http://tdg.org/vocabularies/dblp_src#date;1;0.476190476;0.64516129
TAPON-HF;http://www.aktors.org/ontology/portal#has-title;1;0.111111111;0.2
TAPON-HF;http://edubase.rkbexplorer.com/id/SCHNAME;1;0.80952381;0.894736842
TAPON-HF;http://schema.org/transType;1;1;1
TAPON-HF;http://www.aktors.org/ontology/support#has-pretty-name;1;0.111111111;0.2
TAPON-HF;http://schema.org/University;1;0.047619048;0.090909091
TAPON-HF;http://schema.org/phone;1;0.761904762;0.864864865
TAPON-HF;http://schema.org/name;1;0.853658537;0.921052632
TAPON-HF;http://www.okkam.org/ontology/restaurant2.owl#city;1;0.857142857;0.923076923
TAPON-HF;http://www.aktors.org/ontology/portal#full-name;0.857142857;0.428571429;0.571428571
TAPON-HF;http://www.aktors.org/ontology/portal#Time-Interval;1;1;1
